epoch,learning_times,real_time,,,,
991,465,0.582736969,,,,
992,537,0.628351927,,,,
993,506,0.610408068,,,,
994,572,0.760685921,,,,
995,457,0.536467791,,,,
996,488,0.578943968,,,,
997,422,0.501921892,,,,
998,488,0.583192825,,,,
999,496,0.613421917,,,,
1000,477,0.570538998,,,,
